b_l_wrist_Position_X, b_l_wrist_Position_Y, b_l_wrist_Position_Z, b_l_wrist_Rotation_X, b_l_wrist_Rotation_Y, b_l_wrist_Rotation_Z, b_l_forearm_stub_Position_X, b_l_forearm_stub_Position_Y, b_l_forearm_stub_Position_Z, b_l_forearm_stub_Rotation_X, b_l_forearm_stub_Rotation_Y, b_l_forearm_stub_Rotation_Z, b_l_thumb0_Position_X, b_l_thumb0_Position_Y, b_l_thumb0_Position_Z, b_l_thumb0_Rotation_X, b_l_thumb0_Rotation_Y, b_l_thumb0_Rotation_Z, b_l_thumb1_Position_X, b_l_thumb1_Position_Y, b_l_thumb1_Position_Z, b_l_thumb1_Rotation_X, b_l_thumb1_Rotation_Y, b_l_thumb1_Rotation_Z, b_l_thumb2_Position_X, b_l_thumb2_Position_Y, b_l_thumb2_Position_Z, b_l_thumb2_Rotation_X, b_l_thumb2_Rotation_Y, b_l_thumb2_Rotation_Z, b_l_thumb3_Position_X, b_l_thumb3_Position_Y, b_l_thumb3_Position_Z, b_l_thumb3_Rotation_X, b_l_thumb3_Rotation_Y, b_l_thumb3_Rotation_Z, b_l_index1_Position_X, b_l_index1_Position_Y, b_l_index1_Position_Z, b_l_index1_Rotation_X, b_l_index1_Rotation_Y, b_l_index1_Rotation_Z, b_l_index2_Position_X, b_l_index2_Position_Y, b_l_index2_Position_Z, b_l_index2_Rotation_X, b_l_index2_Rotation_Y, b_l_index2_Rotation_Z, b_l_index3_Position_X, b_l_index3_Position_Y, b_l_index3_Position_Z, b_l_index3_Rotation_X, b_l_index3_Rotation_Y, b_l_index3_Rotation_Z, b_l_middle1_Position_X, b_l_middle1_Position_Y, b_l_middle1_Position_Z, b_l_middle1_Rotation_X, b_l_middle1_Rotation_Y, b_l_middle1_Rotation_Z, b_l_middle2_Position_X, b_l_middle2_Position_Y, b_l_middle2_Position_Z, b_l_middle2_Rotation_X, b_l_middle2_Rotation_Y, b_l_middle2_Rotation_Z, b_l_middle3_Position_X, b_l_middle3_Position_Y, b_l_middle3_Position_Z, b_l_middle3_Rotation_X, b_l_middle3_Rotation_Y, b_l_middle3_Rotation_Z, b_l_ring1_Position_X, b_l_ring1_Position_Y, b_l_ring1_Position_Z, b_l_ring1_Rotation_X, b_l_ring1_Rotation_Y, b_l_ring1_Rotation_Z, b_l_ring2_Position_X, b_l_ring2_Position_Y, b_l_ring2_Position_Z, b_l_ring2_Rotation_X, b_l_ring2_Rotation_Y, b_l_ring2_Rotation_Z, b_l_ring3_Position_X, b_l_ring3_Position_Y, b_l_ring3_Position_Z, b_l_ring3_Rotation_X, b_l_ring3_Rotation_Y, b_l_ring3_Rotation_Z, b_l_pinky0_Position_X, b_l_pinky0_Position_Y, b_l_pinky0_Position_Z, b_l_pinky0_Rotation_X, b_l_pinky0_Rotation_Y, b_l_pinky0_Rotation_Z, b_l_pinky1_Position_X, b_l_pinky1_Position_Y, b_l_pinky1_Position_Z, b_l_pinky1_Rotation_X, b_l_pinky1_Rotation_Y, b_l_pinky1_Rotation_Z, b_l_pinky2_Position_X, b_l_pinky2_Position_Y, b_l_pinky2_Position_Z, b_l_pinky2_Rotation_X, b_l_pinky2_Rotation_Y, b_l_pinky2_Rotation_Z, b_l_pinky3_Position_X, b_l_pinky3_Position_Y, b_l_pinky3_Position_Z, b_l_pinky3_Rotation_X, b_l_pinky3_Rotation_Y, b_l_pinky3_Rotation_Z, l_thumb_finger_tip_marker_Position_X, l_thumb_finger_tip_marker_Position_Y, l_thumb_finger_tip_marker_Position_Z, l_thumb_finger_tip_marker_Rotation_X, l_thumb_finger_tip_marker_Rotation_Y, l_thumb_finger_tip_marker_Rotation_Z, l_index_finger_tip_marker_Position_X, l_index_finger_tip_marker_Position_Y, l_index_finger_tip_marker_Position_Z, l_index_finger_tip_marker_Rotation_X, l_index_finger_tip_marker_Rotation_Y, l_index_finger_tip_marker_Rotation_Z, l_middle_finger_tip_marker_Position_X, l_middle_finger_tip_marker_Position_Y, l_middle_finger_tip_marker_Position_Z, l_middle_finger_tip_marker_Rotation_X, l_middle_finger_tip_marker_Rotation_Y, l_middle_finger_tip_marker_Rotation_Z, l_ring_finger_tip_marker_Position_X, l_ring_finger_tip_marker_Position_Y, l_ring_finger_tip_marker_Position_Z, l_ring_finger_tip_marker_Rotation_X, l_ring_finger_tip_marker_Rotation_Y, l_ring_finger_tip_marker_Rotation_Z, l_pinky_finger_tip_marker_Position_X, l_pinky_finger_tip_marker_Position_Y, l_pinky_finger_tip_marker_Position_Z, l_pinky_finger_tip_marker_Rotation_X, l_pinky_finger_tip_marker_Rotation_Y, l_pinky_finger_tip_marker_Rotation_Z,label
-0.1492176,-0.1907665,0.2072048,-0.144729,0.4717073,-0.6436253,-0.1492176,-0.1907665,0.2072048,-0.144729,0.4717073,-0.6436253,-0.1442279,-0.1662007,0.200004,-0.1767597,-0.06957753,-0.5311561,-0.1550898,-0.144466,0.1922878,0.06420921,-0.1124231,-0.5957886,-0.163921,-0.1124844,0.1888956,0.04624914,-0.006617934,-0.6819576,-0.1663399,-0.07795385,0.1907473,0.05519681,-0.1275464,-0.5327655,-0.1354906,-0.0916099,0.2249876,-0.2083655,0.4256152,-0.7780103,-0.1132018,-0.05973907,0.2260338,-0.2337411,0.4381579,-0.7860649,-0.09775087,-0.04020594,0.224914,-0.1860745,0.4762308,-0.7564721,-0.1220799,-0.1023661,0.2401457,-0.4203974,0.3119758,-0.85143,-0.09369888,-0.09319162,0.2077521,-0.5199718,-0.07724237,-0.5597553,-0.1039125,-0.1157279,0.1940981,-0.4054547,-0.2197916,-0.259841,-0.1069762,-0.116801,0.2444633,-0.4530964,0.326897,-0.8291042,-0.08343311,-0.106324,0.2138676,-0.5702282,-0.03179375,-0.5718495,-0.09280888,-0.1256721,0.197111,-0.5153939,-0.221833,-0.2806872,-0.1162828,-0.1687484,0.2245862,-0.1795413,0.6693444,-0.5564207,-0.09215623,-0.1336031,0.2439657,-0.2828322,0.5731045,-0.7033721,-0.07178761,-0.109593,0.242667,-0.2966433,0.5997131,-0.7038915,-0.05698965,-0.09518411,0.2399263,-0.3162515,0.5937582,-0.6829085,-0.1775336,-0.05558057,0.1872802,0.05519681,-0.1275464,-0.5327655,-0.08428987,-0.02193314,0.2284289,-0.1860745,0.4762308,-0.7564721,-0.1230978,-0.1323902,0.1974988,-0.4054547,-0.2197916,-0.259841,-0.1108627,-0.1429791,0.1970807,-0.5153939,-0.221833,-0.2806872,-0.04285773,-0.07766831,0.2390289,-0.3162515,0.5937582,-0.6829085,love
-0.1123486,-0.2287207,0.2276819,-0.1704116,0.5807502,-0.3980964,-0.1123486,-0.2287207,0.2276819,-0.1704116,0.5807502,-0.3980964,-0.1184464,-0.2034906,0.2302284,-0.03807417,0.04866514,-0.3527825,-0.1374736,-0.1866021,0.2318603,0.1958501,0.05904502,-0.4444537,-0.157416,-0.1615178,0.2411014,0.1412304,0.1701174,-0.5222818,-0.1711628,-0.133361,0.255929,0.2006561,0.03388129,-0.3815694,-0.1331723,-0.1449977,0.2814732,-0.1863438,0.5852035,-0.4924545,-0.1265604,-0.1128821,0.3024138,-0.2143529,0.5967146,-0.4942966,-0.1215545,-0.09184775,0.3148245,-0.1838076,0.629319,-0.4630544,-0.1139246,-0.1534175,0.2906351,-0.5097763,0.4143917,-0.7176542,-0.09747799,-0.1202109,0.2668478,-0.6547631,-0.1005337,-0.6400997,-0.1020089,-0.1380109,0.2453707,-0.5151603,-0.3254037,-0.3869725,-0.09399566,-0.1606657,0.2883045,-0.5499868,0.4038912,-0.6953636,-0.08226243,-0.1303484,0.2649947,-0.7034878,0.002206512,-0.6581163,-0.08590845,-0.13989,0.2397221,-0.6688921,-0.2320977,-0.4944562,-0.08716421,-0.2019455,0.250495,-0.2624511,0.7382361,-0.3016771,-0.0744291,-0.1684498,0.2806397,-0.3644513,0.6532452,-0.4764107,-0.06474233,-0.1395718,0.2887193,-0.3548351,0.6934348,-0.4620548,-0.05664384,-0.1211555,0.2941381,-0.3600954,0.6797729,-0.4341797,-0.1897871,-0.1172753,0.2616097,0.2006561,0.03388126,-0.3815694,-0.1165448,-0.07450876,0.3290269,-0.1838076,0.629319,-0.4630544,-0.1140221,-0.1606576,0.2456506,-0.5151603,-0.3254037,-0.3869725,-0.09542464,-0.1595649,0.2275644,-0.6688921,-0.2320977,-0.4944562,-0.05000763,-0.1013825,0.3026415,-0.3600954,0.679773,-0.4341797,love
-0.1597145,-0.1488338,0.1867285,0.5730453,-0.4565856,-0.6331722,-0.1597145,-0.1488338,0.1867285,0.5730453,-0.4565856,-0.6331722,-0.1474022,-0.1401388,0.208013,0.2780103,-0.7303457,-0.5956535,-0.1276086,-0.1354276,0.2233733,0.3659273,-0.8547848,-0.3216761,-0.105321,-0.1183998,0.2414187,0.4985785,-0.7838296,-0.3450313,-0.08913711,-0.09451382,0.2606328,0.3765939,-0.8465711,-0.323176,-0.116695,-0.07669637,0.2440189,0.660895,-0.4183323,-0.5759217,-0.1161746,-0.0445289,0.2658963,0.6845933,-0.3557363,-0.5979575,-0.1169673,-0.02590652,0.2824525,0.6739274,-0.3811267,-0.5705619,-0.1371046,-0.06820885,0.2379592,0.7677182,0.0157187,-0.6358936,-0.1455056,-0.07360992,0.2808458,0.5938748,0.4935919,-0.4557065,-0.1482581,-0.1015811,0.2837907,0.4177545,0.7031074,-0.2507307,-0.1582832,-0.07031582,0.2364909,0.7470487,0.02924936,-0.6620767,-0.1631474,-0.07482512,0.275939,0.6341667,0.4117342,-0.5642748,-0.1638054,-0.0992584,0.2880064,0.4828796,0.5917804,-0.4604197,-0.1765667,-0.1170372,0.2107407,0.6003019,-0.2653978,-0.6316124,-0.179433,-0.07770717,0.2359951,0.6773547,-0.2464696,-0.6206772,-0.1828372,-0.05511523,0.2576992,0.6928616,-0.2003016,-0.6046665,-0.1867649,-0.04081729,0.2723364,0.6575001,-0.2336437,-0.6295859,-0.07207686,-0.08162671,0.2740772,0.3765939,-0.8465711,-0.323176,-0.1183921,-0.006343767,0.2943989,0.6739274,-0.3811267,-0.5705619,-0.1460064,-0.1238636,0.2713131,0.4177545,0.7031074,-0.2507307,-0.1612165,-0.1241239,0.2873174,0.4828796,0.5917804,-0.4604197,-0.1888739,-0.02337466,0.2864299,0.6575001,-0.2336437,-0.6295859,love
-0.1840934,-0.1249419,0.1808813,0.4256419,-0.2897873,-0.8079995,-0.1840934,-0.1249419,0.1808813,0.4256419,-0.2897873,-0.8079995,-0.1625884,-0.120673,0.1950071,0.06519365,-0.6734987,-0.736161,-0.1373226,-0.1178822,0.1969491,0.2182319,-0.8130148,-0.5393969,-0.1071768,-0.1052989,0.2036727,0.3343648,-0.734467,-0.5897899,-0.08032595,-0.08704205,0.2158119,0.2071319,-0.8155348,-0.5400544,-0.1152019,-0.06552305,0.2262691,0.4825941,-0.279079,-0.7943811,-0.09894511,-0.04013451,0.2508613,0.4937777,-0.2332072,-0.8092247,-0.0885127,-0.02564985,0.2682649,0.5000616,-0.2373756,-0.7881719,-0.1355439,-0.05747938,0.233111,0.573428,0.07298537,-0.8034672,-0.1222556,-0.07124545,0.2727711,0.3862566,0.4395143,-0.5183916,-0.1244089,-0.09911247,0.2685966,0.218891,0.606683,-0.1978294,-0.1548467,-0.06085036,0.2415471,0.553106,0.1236962,-0.8116712,-0.1409172,-0.07549887,0.2760657,0.3855994,0.4441586,-0.6020572,-0.1376598,-0.102559,0.2756472,0.1957764,0.5804027,-0.3717342,-0.1855921,-0.1013043,0.2170839,0.4714604,-0.06526149,-0.7876811,-0.1739108,-0.06956484,0.2494723,0.5750736,0.02376731,-0.7944834,-0.165606,-0.06072696,0.2785579,0.6000162,0.06533797,-0.7687047,-0.16164,-0.0555803,0.2983541,0.5630249,0.03992479,-0.7920138,-0.05712231,-0.07776488,0.2194736,0.2071319,-0.8155348,-0.5400544,-0.08084013,-0.009662621,0.282859,0.5000616,-0.2373756,-0.7881719,-0.129442,-0.1143306,0.2485879,0.218891,0.606683,-0.1978294,-0.1386769,-0.1222807,0.2603014,0.1957764,0.5804027,-0.3717342,-0.1561385,-0.04711355,0.3184878,0.5630249,0.03992479,-0.7920138,love
-0.150189,-0.1854256,0.1995613,-0.3230974,0.5699574,-0.4507205,-0.150189,-0.1854256,0.1995613,-0.3230974,0.5699574,-0.4507205,-0.1575012,-0.160716,0.195537,-0.2130707,0.08439928,-0.3157194,-0.1775492,-0.1449771,0.1960693,0.01211523,0.08979064,-0.4327022,-0.197874,-0.1191608,0.2017912,-0.04449607,0.1813777,-0.5074992,-0.2124017,-0.08900507,0.2108032,0.02404496,0.0793779,-0.3511729,-0.1670694,-0.08950221,0.2287235,-0.3566575,0.5341748,-0.5550653,-0.1597987,-0.0518501,0.2352881,-0.3843547,0.5395784,-0.560546,-0.1545456,-0.0276213,0.2379143,-0.3402002,0.5861768,-0.5276563,-0.1459688,-0.09444612,0.2361823,-0.6133978,0.3036392,-0.7183755,-0.1364346,-0.07017099,0.2007025,-0.6408159,-0.2461868,-0.5648168,-0.1432381,-0.09370743,0.1866177,-0.4311769,-0.4519525,-0.3035164,-0.1262999,-0.1017986,0.2324133,-0.6420626,0.3152123,-0.6873977,-0.1205497,-0.07867649,0.2002815,-0.7115985,-0.147532,-0.5799077,-0.128288,-0.09604053,0.1807457,-0.606962,-0.3877254,-0.3745857,-0.123333,-0.1526079,0.2081263,-0.3854806,0.7242322,-0.3747615,-0.107886,-0.1113051,0.2238844,-0.4753211,0.6151205,-0.5222909,-0.098359,-0.0813373,0.2218295,-0.4599264,0.6532326,-0.5152013,-0.09035223,-0.06215491,0.2204036,-0.46868,0.6477077,-0.484781,-0.2316911,-0.07343987,0.2156537,0.02404496,0.0793779,-0.3511729,-0.148805,-0.006379217,0.2444921,-0.3402002,0.5861768,-0.5276563,-0.1533232,-0.1155009,0.1955958,-0.4311769,-0.4519525,-0.3035164,-0.138551,-0.1187832,0.1790393,-0.606962,-0.3877254,-0.3745857,-0.08330448,-0.04080686,0.2217856,-0.46868,0.6477077,-0.484781,love
-0.1154067,-0.2501923,0.2409953,-0.04303908,0.6006753,-0.265116,-0.1154067,-0.2501923,0.2409953,-0.04303908,0.6006753,-0.265116,-0.1241105,-0.2280344,0.2516488,0.1464495,0.06630161,-0.341787,-0.1434236,-0.2123937,0.2573311,0.39434,0.1160667,-0.4050423,-0.1649333,-0.193382,0.2743079,0.3335537,0.2417837,-0.458228,-0.1809877,-0.1739524,0.2981067,0.3960769,0.09637719,-0.3850531,-0.148774,-0.1932323,0.3183184,-0.07484822,0.6296464,-0.3710793,-0.1461164,-0.1699767,0.3493949,-0.1384351,0.6351195,-0.4055266,-0.1427344,-0.1525983,0.3669472,-0.1164316,0.662819,-0.3766424,-0.1296625,-0.2032632,0.3260283,-0.4203308,0.5251295,-0.6294411,-0.1145186,-0.1622572,0.3207206,-0.6787541,0.05676508,-0.7051326,-0.114494,-0.1679358,0.2930369,-0.6325825,-0.1768287,-0.534715,-0.1090002,-0.2079746,0.3235789,-0.4705974,0.5170911,-0.6099229,-0.09784853,-0.1703041,0.3160474,-0.7225121,0.09022702,-0.6715923,-0.1000741,-0.1717703,0.2889192,-0.721433,-0.1620238,-0.5515286,-0.09498413,-0.2321454,0.2745934,-0.1713597,0.7412611,-0.1521115,-0.08818644,-0.2112603,0.3159511,-0.2696596,0.715198,-0.3451649,-0.07995237,-0.1872569,0.334635,-0.2979677,0.7426394,-0.3417401,-0.07293926,-0.1710173,0.3456441,-0.2962501,0.7241982,-0.3152715,-0.1991163,-0.1607063,0.3096731,0.3960769,0.09637719,-0.3850531,-0.1390689,-0.138888,0.3850038,-0.1164316,0.662819,-0.3766424,-0.1231812,-0.1879441,0.2795656,-0.6325825,-0.1768287,-0.534715,-0.107976,-0.1872612,0.2709454,-0.721433,-0.1620238,-0.5515286,-0.06749965,-0.1544991,0.3599577,-0.2962501,0.7241981,-0.3152715,love
-0.1250746,-0.2098889,0.2201878,-0.1050074,0.5513151,-0.5480204,-0.1250746,-0.2098889,0.2201878,-0.1050074,0.5513151,-0.5480204,-0.1226992,-0.1839347,0.2192077,-0.07887027,0.002913117,-0.4964027,-0.1356283,-0.1620425,0.2173399,0.1292024,-0.0719943,-0.5789601,-0.1462755,-0.1304567,0.2184789,0.1045724,0.04169966,-0.6843084,-0.1483542,-0.09657903,0.2255229,0.1207594,-0.08536243,-0.5716963,-0.1196072,-0.1172625,0.2617467,-0.1214377,0.5562922,-0.6436887,-0.1021934,-0.08639562,0.2777975,-0.1530187,0.5706558,-0.6497782,-0.08983487,-0.06654701,0.2864479,-0.1062429,0.6023883,-0.61246,-0.1045562,-0.1300071,0.2734238,-0.4319435,0.4315613,-0.7880934,-0.07748962,-0.1081747,0.2464099,-0.6151488,-0.01650903,-0.5832052,-0.0865102,-0.126228,0.2266276,-0.511798,-0.224664,-0.282429,-0.08800836,-0.1434699,0.2736484,-0.471431,0.4313208,-0.7653463,-0.06626394,-0.122475,0.2474465,-0.6566743,0.04148772,-0.5965271,-0.0740291,-0.1359358,0.2250512,-0.6226462,-0.2021616,-0.3377692,-0.09348568,-0.1896179,0.2417014,-0.1632486,0.7322795,-0.4424592,-0.07175896,-0.1580626,0.2686284,-0.2578515,0.6576103,-0.5933987,-0.05382359,-0.1329423,0.2749802,-0.2489188,0.6953808,-0.5786042,-0.04055834,-0.1173876,0.279004,-0.2606856,0.6827264,-0.5579536,-0.1578628,-0.07318364,0.2258798,0.1207594,-0.08536243,-0.5716963,-0.0792043,-0.0499706,0.2982657,-0.1062429,0.6023883,-0.61246,-0.1050005,-0.1439766,0.227235,-0.511798,-0.224664,-0.282429,-0.0907272,-0.1537987,0.2198016,-0.6226462,-0.2021616,-0.3377692,-0.02839354,-0.09967608,0.2857596,-0.2606856,0.6827264,-0.5579536,love
-0.1368018,-0.2175101,0.2101272,-0.2670323,0.5145234,-0.3911171,-0.1368018,-0.2175101,0.2101272,-0.2670323,0.5145234,-0.3911171,-0.1469891,-0.1935828,0.2081449,-0.1137759,-0.006671339,-0.2904708,-0.1681784,-0.1795507,0.2061367,0.1162525,-0.03102934,-0.3861306,-0.1915205,-0.1557546,0.2072379,0.06549594,0.07073672,-0.5094,-0.2078481,-0.1258763,0.2137446,0.1104475,-0.04346055,-0.3933396,-0.1736915,-0.1307498,0.2481861,-0.3218005,0.4562235,-0.5255836,-0.174907,-0.09307392,0.2578135,-0.3552252,0.4588411,-0.543528,-0.17461,-0.06851001,0.2620625,-0.3233869,0.5032837,-0.5098479,-0.1538802,-0.1342126,0.2591785,-0.5457624,0.2864641,-0.743648,-0.1419845,-0.103483,0.2299692,-0.5906047,-0.1903556,-0.6935838,-0.141007,-0.1241816,0.2107534,-0.4244918,-0.368492,-0.4596986,-0.1329504,-0.1383134,0.2586706,-0.5841863,0.2904501,-0.7179005,-0.1249707,-0.1107897,0.2307616,-0.6538917,-0.1437631,-0.6742688,-0.1263169,-0.1273703,0.2091674,-0.5507647,-0.3721355,-0.4737514,-0.1175247,-0.1835215,0.2286953,-0.361026,0.6744874,-0.3226587,-0.1119975,-0.1438731,0.2529915,-0.4527181,0.5789306,-0.5152169,-0.1056566,-0.1130362,0.25438,-0.4403605,0.6211917,-0.5071029,-0.09969634,-0.09310463,0.255527,-0.4497369,0.6104643,-0.4755791,-0.226032,-0.1083592,0.2143575,0.1104475,-0.04346055,-0.3933396,-0.1740344,-0.04690094,0.2698191,-0.3233869,0.5032837,-0.5098479,-0.1481812,-0.1487115,0.2127752,-0.4244918,-0.368492,-0.4596986,-0.1326794,-0.1512414,0.2052739,-0.5507647,-0.3721355,-0.4737514,-0.09534088,-0.07135065,0.2594148,-0.4497369,0.6104643,-0.4755791,love
-0.1274991,-0.2909186,0.251554,-0.06175762,0.5988198,-0.2418155,-0.1274991,-0.2909186,0.251554,-0.06175762,0.5988198,-0.2418155,-0.1375635,-0.2693372,0.2621925,0.1452237,0.06961608,-0.3023444,-0.1581491,-0.2553697,0.267766,0.3743334,0.09486315,-0.3861562,-0.1809538,-0.2361608,0.2827087,0.308533,0.226202,-0.4680247,-0.1968846,-0.215151,0.3052128,0.3652914,0.09334932,-0.4115385,-0.1643659,-0.2360973,0.3288338,-0.1062989,0.6147737,-0.3610188,-0.1637216,-0.2115417,0.359004,-0.1617931,0.6196738,-0.3893665,-0.1619464,-0.1936909,0.3763165,-0.1365819,0.6494584,-0.356018,-0.1446734,-0.2449216,0.336557,-0.4459919,0.4965921,-0.6288564,-0.1321621,-0.2033311,0.3292973,-0.6753678,0.02341101,-0.7134371,-0.1316229,-0.2099096,0.3018188,-0.6166806,-0.2044807,-0.5504478,-0.1237578,-0.2483453,0.3341188,-0.4979347,0.4772737,-0.6152433,-0.1152523,-0.2105411,0.3241869,-0.717092,0.03811899,-0.6816356,-0.1171015,-0.2142666,0.2972474,-0.6930193,-0.2202716,-0.5538605,-0.108249,-0.2716252,0.2851517,-0.1943674,0.7354175,-0.1327128,-0.102777,-0.2503391,0.3265017,-0.3082889,0.6903149,-0.3400962,-0.09696607,-0.224939,0.344225,-0.3305396,0.7196947,-0.3358279,-0.09151805,-0.2078904,0.3548914,-0.3289421,0.7012663,-0.3072884,-0.2140171,-0.2005292,0.3166392,0.3652914,0.09334932,-0.4115385,-0.1597366,-0.1797067,0.3943999,-0.1365819,0.6494584,-0.356018,-0.1389096,-0.2308555,0.2889564,-0.6166806,-0.2044807,-0.5504478,-0.1238363,-0.2322312,0.2812042,-0.6930193,-0.2202716,-0.5538605,-0.08773658,-0.1906005,0.3688227,-0.3289421,0.7012663,-0.3072884,love
-0.1152961,-0.2028789,0.1893491,-0.1183614,0.4987985,-0.558312,-0.1152961,-0.2028789,0.1893491,-0.1183614,0.4987985,-0.558312,-0.1140009,-0.1769879,0.1864854,-0.09087411,-0.05979417,-0.494202,-0.1268593,-0.1555314,0.181566,0.1397697,-0.1200172,-0.5600563,-0.1383277,-0.1242385,0.1803213,0.1192341,-0.006731272,-0.655425,-0.1432066,-0.09029543,0.1853913,0.1332043,-0.1309748,-0.5530031,-0.1177113,-0.1071876,0.2236131,-0.1625034,0.4707299,-0.6734535,-0.1040846,-0.07260709,0.2351082,-0.1921486,0.4842011,-0.684271,-0.09397887,-0.05055766,0.2408723,-0.1522864,0.5194643,-0.6493016,-0.1032159,-0.1182102,0.2375306,-0.4089732,0.3774466,-0.8236256,-0.07496142,-0.09669755,0.2114942,-0.56091,-0.02614749,-0.6402481,-0.08001425,-0.1164955,0.1919713,-0.4578097,-0.2092431,-0.3306093,-0.08617172,-0.1307467,0.2402621,-0.4450359,0.3923976,-0.7979882,-0.06290977,-0.1100245,0.2151698,-0.6131307,0.02682533,-0.6390756,-0.06786339,-0.1252804,0.1931299,-0.5738437,-0.205793,-0.3652183,-0.08669935,-0.179423,0.2117914,-0.1804045,0.6878249,-0.4657558,-0.06890357,-0.1448246,0.2378512,-0.243379,0.6287733,-0.6156114,-0.05161361,-0.1193512,0.2445753,-0.2254034,0.6710596,-0.5968834,-0.03883785,-0.1036557,0.2495287,-0.2386064,0.6563411,-0.5765907,-0.1532948,-0.06718309,0.1840015,0.1332043,-0.1309748,-0.5530031,-0.08553058,-0.03128551,0.2500733,-0.1522864,0.5194643,-0.6493016,-0.09718845,-0.13553,0.1919168,-0.4578097,-0.2092431,-0.3306093,-0.08340088,-0.1442944,0.1883841,-0.5738437,-0.205793,-0.3652183,-0.02742808,-0.085751,0.2570494,-0.2386064,0.6563412,-0.5765907,love
-0.1285901,-0.188012,0.1886883,-0.1669418,0.5197333,-0.5571621,-0.1285901,-0.188012,0.1886883,-0.1669418,0.5197333,-0.5571621,-0.1280723,-0.1622651,0.1845589,-0.1362427,-0.02289104,-0.4726776,-0.1421474,-0.1414485,0.1802596,0.08619468,-0.08787172,-0.5521579,-0.1546475,-0.1105727,0.178601,0.06152886,0.01915543,-0.6748592,-0.1577117,-0.07625964,0.182456,0.07704507,-0.1007545,-0.5575174,-0.1290027,-0.09088841,0.2187469,-0.2039931,0.4937908,-0.6664887,-0.1143714,-0.05608574,0.2281456,-0.2395217,0.5024943,-0.6812215,-0.1035734,-0.03393479,0.2319226,-0.1966187,0.5401199,-0.6480414,-0.1128981,-0.1010726,0.2314841,-0.458024,0.3612009,-0.8076733,-0.08799224,-0.08037886,0.2016433,-0.5824599,-0.07408422,-0.6114578,-0.09481032,-0.1011498,0.1837348,-0.4570066,-0.260984,-0.310821,-0.0954383,-0.1132493,0.2329027,-0.4938712,0.3723652,-0.781576,-0.07547604,-0.09346656,0.204437,-0.6349556,-0.01698741,-0.613183,-0.08222084,-0.1097538,0.1836459,-0.5773856,-0.2494975,-0.3466197,-0.09816386,-0.1631836,0.2068376,-0.2224853,0.7032405,-0.4666404,-0.07828256,-0.1271988,0.2292582,-0.3279456,0.6192839,-0.6321197,-0.06044083,-0.1012238,0.2291005,-0.3057317,0.6600276,-0.6179365,-0.04721121,-0.08513121,0.2294353,-0.3198346,0.6512132,-0.5953407,-0.1678635,-0.05318806,0.1808668,0.07704507,-0.1007545,-0.5575174,-0.09407777,-0.01444626,0.239504,-0.1966187,0.5401199,-0.6480414,-0.111466,-0.1204899,0.186147,-0.4570066,-0.260984,-0.310821,-0.09755334,-0.1293011,0.1807668,-0.5773856,-0.2494975,-0.3466197,-0.03488825,-0.06648713,0.2322394,-0.3198346,0.6512132,-0.5953407,love
-0.1243701,-0.2761407,0.2467456,-0.08828175,0.6256869,-0.4046938,-0.1243701,-0.2761407,0.2467456,-0.08828175,0.6256869,-0.4046938,-0.1267388,-0.2508708,0.2527492,0.02129894,0.08663791,-0.4203531,-0.1428404,-0.231612,0.2571945,0.2395888,0.05816643,-0.516105,-0.1581989,-0.2043031,0.2686251,0.1882943,0.1827598,-0.6137756,-0.1644301,-0.1750043,0.286072,0.2305885,0.04750738,-0.5258721,-0.1320097,-0.1982332,0.3116204,-0.1489187,0.6111038,-0.521005,-0.1207354,-0.1677605,0.3330199,-0.1813984,0.6226194,-0.5253078,-0.112578,-0.1476997,0.345371,-0.1431614,0.6542719,-0.4901971,-0.1140098,-0.2104056,0.3189103,-0.4767139,0.4864152,-0.7024865,-0.09374645,-0.1772066,0.2982651,-0.6866405,-0.02474253,-0.6129365,-0.1007378,-0.1916831,0.2750232,-0.5712519,-0.284178,-0.3441694,-0.09537149,-0.2199954,0.314938,-0.5213301,0.4842954,-0.6757968,-0.08007132,-0.1894004,0.2942016,-0.7321995,0.03985783,-0.6014184,-0.08752426,-0.1982084,0.2695053,-0.692139,-0.2435968,-0.3938086,-0.09520444,-0.2564261,0.2718912,-0.1769766,0.7806298,-0.286715,-0.07726313,-0.2293509,0.3056239,-0.3326823,0.7166762,-0.4815739,-0.06178799,-0.2028151,0.3126541,-0.3226526,0.7517445,-0.465611,-0.05004053,-0.1861574,0.3169698,-0.3268042,0.7414608,-0.4414306,-0.1766318,-0.1545254,0.2944155,0.2305885,0.04750738,-0.5258721,-0.1049675,-0.1315063,0.359769,-0.1431614,0.6542719,-0.4901971,-0.1157207,-0.2124558,0.2738916,-0.5712519,-0.284178,-0.3441694,-0.1013978,-0.2172135,0.2610317,-0.692139,-0.2435968,-0.3938086,-0.03907581,-0.1679996,0.3245455,-0.3268042,0.7414608,-0.4414306,love
