b_l_wrist_Position_X, b_l_wrist_Position_Y, b_l_wrist_Position_Z, b_l_wrist_Rotation_X, b_l_wrist_Rotation_Y, b_l_wrist_Rotation_Z, b_l_forearm_stub_Position_X, b_l_forearm_stub_Position_Y, b_l_forearm_stub_Position_Z, b_l_forearm_stub_Rotation_X, b_l_forearm_stub_Rotation_Y, b_l_forearm_stub_Rotation_Z, b_l_thumb0_Position_X, b_l_thumb0_Position_Y, b_l_thumb0_Position_Z, b_l_thumb0_Rotation_X, b_l_thumb0_Rotation_Y, b_l_thumb0_Rotation_Z, b_l_thumb1_Position_X, b_l_thumb1_Position_Y, b_l_thumb1_Position_Z, b_l_thumb1_Rotation_X, b_l_thumb1_Rotation_Y, b_l_thumb1_Rotation_Z, b_l_thumb2_Position_X, b_l_thumb2_Position_Y, b_l_thumb2_Position_Z, b_l_thumb2_Rotation_X, b_l_thumb2_Rotation_Y, b_l_thumb2_Rotation_Z, b_l_thumb3_Position_X, b_l_thumb3_Position_Y, b_l_thumb3_Position_Z, b_l_thumb3_Rotation_X, b_l_thumb3_Rotation_Y, b_l_thumb3_Rotation_Z, b_l_index1_Position_X, b_l_index1_Position_Y, b_l_index1_Position_Z, b_l_index1_Rotation_X, b_l_index1_Rotation_Y, b_l_index1_Rotation_Z, b_l_index2_Position_X, b_l_index2_Position_Y, b_l_index2_Position_Z, b_l_index2_Rotation_X, b_l_index2_Rotation_Y, b_l_index2_Rotation_Z, b_l_index3_Position_X, b_l_index3_Position_Y, b_l_index3_Position_Z, b_l_index3_Rotation_X, b_l_index3_Rotation_Y, b_l_index3_Rotation_Z, b_l_middle1_Position_X, b_l_middle1_Position_Y, b_l_middle1_Position_Z, b_l_middle1_Rotation_X, b_l_middle1_Rotation_Y, b_l_middle1_Rotation_Z, b_l_middle2_Position_X, b_l_middle2_Position_Y, b_l_middle2_Position_Z, b_l_middle2_Rotation_X, b_l_middle2_Rotation_Y, b_l_middle2_Rotation_Z, b_l_middle3_Position_X, b_l_middle3_Position_Y, b_l_middle3_Position_Z, b_l_middle3_Rotation_X, b_l_middle3_Rotation_Y, b_l_middle3_Rotation_Z, b_l_ring1_Position_X, b_l_ring1_Position_Y, b_l_ring1_Position_Z, b_l_ring1_Rotation_X, b_l_ring1_Rotation_Y, b_l_ring1_Rotation_Z, b_l_ring2_Position_X, b_l_ring2_Position_Y, b_l_ring2_Position_Z, b_l_ring2_Rotation_X, b_l_ring2_Rotation_Y, b_l_ring2_Rotation_Z, b_l_ring3_Position_X, b_l_ring3_Position_Y, b_l_ring3_Position_Z, b_l_ring3_Rotation_X, b_l_ring3_Rotation_Y, b_l_ring3_Rotation_Z, b_l_pinky0_Position_X, b_l_pinky0_Position_Y, b_l_pinky0_Position_Z, b_l_pinky0_Rotation_X, b_l_pinky0_Rotation_Y, b_l_pinky0_Rotation_Z, b_l_pinky1_Position_X, b_l_pinky1_Position_Y, b_l_pinky1_Position_Z, b_l_pinky1_Rotation_X, b_l_pinky1_Rotation_Y, b_l_pinky1_Rotation_Z, b_l_pinky2_Position_X, b_l_pinky2_Position_Y, b_l_pinky2_Position_Z, b_l_pinky2_Rotation_X, b_l_pinky2_Rotation_Y, b_l_pinky2_Rotation_Z, b_l_pinky3_Position_X, b_l_pinky3_Position_Y, b_l_pinky3_Position_Z, b_l_pinky3_Rotation_X, b_l_pinky3_Rotation_Y, b_l_pinky3_Rotation_Z, l_thumb_finger_tip_marker_Position_X, l_thumb_finger_tip_marker_Position_Y, l_thumb_finger_tip_marker_Position_Z, l_thumb_finger_tip_marker_Rotation_X, l_thumb_finger_tip_marker_Rotation_Y, l_thumb_finger_tip_marker_Rotation_Z, l_index_finger_tip_marker_Position_X, l_index_finger_tip_marker_Position_Y, l_index_finger_tip_marker_Position_Z, l_index_finger_tip_marker_Rotation_X, l_index_finger_tip_marker_Rotation_Y, l_index_finger_tip_marker_Rotation_Z, l_middle_finger_tip_marker_Position_X, l_middle_finger_tip_marker_Position_Y, l_middle_finger_tip_marker_Position_Z, l_middle_finger_tip_marker_Rotation_X, l_middle_finger_tip_marker_Rotation_Y, l_middle_finger_tip_marker_Rotation_Z, l_ring_finger_tip_marker_Position_X, l_ring_finger_tip_marker_Position_Y, l_ring_finger_tip_marker_Position_Z, l_ring_finger_tip_marker_Rotation_X, l_ring_finger_tip_marker_Rotation_Y, l_ring_finger_tip_marker_Rotation_Z, l_pinky_finger_tip_marker_Position_X, l_pinky_finger_tip_marker_Position_Y, l_pinky_finger_tip_marker_Position_Z, l_pinky_finger_tip_marker_Rotation_X, l_pinky_finger_tip_marker_Rotation_Y, l_pinky_finger_tip_marker_Rotation_Z,label
-0.3520535,-0.2132475,0.2080995,0.3112787,-0.03212386,-0.6431919,-0.3520535,-0.2132475,0.2080995,0.3112787,-0.03212386,-0.6431919,-0.3402783,-0.190196,0.2124335,0.3018158,-0.5388284,-0.6844491,-0.3269995,-0.1682465,0.2123217,0.3949888,-0.7024646,-0.5833503,-0.3045971,-0.145662,0.2230188,0.5296609,-0.5686496,-0.6252195,-0.289649,-0.1215045,0.2432618,0.6637164,-0.4208419,-0.5910825,-0.3514888,-0.1127729,0.227378,0.3016492,0.005226798,-0.8839204,-0.3294596,-0.08816695,0.2484017,0.2390678,0.1812121,-0.9421571,-0.3083613,-0.09740758,0.2583438,0.205264,0.2505483,-0.8615509,-0.3657906,-0.1218706,0.2430186,0.3083242,-0.01240571,-0.6683083,-0.3705062,-0.08144301,0.2605355,0.3035677,0.003378127,-0.6788245,-0.372735,-0.0556874,0.2723843,0.2794294,0.01507241,-0.6405724,-0.3697717,-0.1363533,0.2583573,0.3117587,0.01062304,-0.5559322,-0.3851346,-0.1021362,0.2729694,0.2855492,0.04199675,-0.5812649,-0.3939324,-0.07853317,0.283828,0.2656095,0.01941938,-0.5818633,-0.3600771,-0.1904786,0.2443268,0.2475013,0.2058439,-0.5983986,-0.369458,-0.1539017,0.2725165,0.3457079,0.09643221,-0.4904299,-0.3853248,-0.131315,0.2881263,0.3245769,0.168142,-0.5137622,-0.3940375,-0.1168823,0.3005912,0.298583,0.1311664,-0.5334532,-0.2879217,-0.1116492,0.2666246,0.6637164,-0.4208419,-0.5910825,-0.2938415,-0.1148126,0.2628542,0.205264,0.2505483,-0.8615509,-0.3785373,-0.0324564,0.2819874,0.2794294,0.01507241,-0.6405724,-0.4035969,-0.05675332,0.2919273,0.2656095,0.01941938,-0.5818633,-0.4041233,-0.09997553,0.3118232,0.298583,0.1311664,-0.5334532,okay
-0.1942665,-0.2516119,0.2115463,0.2515522,0.02886197,-0.8517671,-0.1942665,-0.2516119,0.2115463,0.2515522,0.02886197,-0.8517671,-0.1710401,-0.2395811,0.2136924,0.06503105,-0.4880728,-0.8397503,-0.1482905,-0.2280922,0.2107633,0.1027799,-0.7156497,-0.6908209,-0.1154416,-0.222832,0.2151945,0.2661011,-0.6247713,-0.7306924,-0.08584356,-0.2148162,0.231823,0.4300127,-0.5490447,-0.6283909,-0.133625,-0.1731811,0.2368118,0.1953539,0.04190044,-0.9778904,-0.09776148,-0.1690948,0.2519725,0.1326264,0.1641386,-0.8569319,-0.08465219,-0.1904061,0.2538021,0.1060852,0.2001011,-0.6826804,-0.1467675,-0.1769184,0.2553927,0.2502917,0.05407035,-0.8761333,-0.1227923,-0.1464047,0.2767837,0.2495099,0.06565443,-0.8743059,-0.1075086,-0.1268925,0.2907262,0.2398786,0.08532076,-0.8449867,-0.1547062,-0.1903439,0.2701441,0.2889113,0.08020477,-0.7929032,-0.1438274,-0.1583471,0.2920119,0.2712119,0.1133372,-0.7981303,-0.1356062,-0.1370058,0.307157,0.2469406,0.09790705,-0.7988812,-0.1801506,-0.2369019,0.2500116,0.267562,0.2732639,-0.7916662,-0.1611676,-0.2082434,0.282243,0.3617741,0.15601,-0.7355231,-0.157024,-0.186112,0.3045726,0.36008,0.2257032,-0.7370012,-0.1530777,-0.1732773,0.3206749,0.3245107,0.1978947,-0.7522737,-0.07502909,-0.2129725,0.2547486,0.4300127,-0.5490447,-0.6283909,-0.08354117,-0.2133695,0.2514464,0.1060852,0.2001011,-0.6826804,-0.09718844,-0.1069461,0.3034228,0.2398786,0.08532076,-0.8449867,-0.1297722,-0.1160202,0.3197638,0.2469406,0.09790705,-0.7988812,-0.1494296,-0.1572667,0.3362978,0.3245107,0.1978947,-0.7522737,okay
-0.3645651,-0.2144299,0.2090653,0.3159138,-0.02504709,-0.6272153,-0.3645651,-0.2144299,0.2090653,0.3159138,-0.02504709,-0.6272153,-0.3538204,-0.190921,0.213614,0.3140622,-0.5323304,-0.6753367,-0.3415345,-0.1684006,0.2135062,0.4127271,-0.692306,-0.5800806,-0.3203385,-0.144635,0.2241025,0.5501146,-0.5493324,-0.6235542,-0.3070422,-0.119968,0.2448763,0.6768214,-0.3982572,-0.5950798,-0.3684462,-0.1141585,0.2290079,0.3065399,0.01502679,-0.870918,-0.348188,-0.088346,0.2503634,0.2348971,0.1948277,-0.9429742,-0.3267556,-0.09693068,0.2601779,0.195428,0.264243,-0.8638276,-0.3824199,-0.1239725,0.2445115,0.3135986,-0.00146322,-0.6581017,-0.3883487,-0.08400941,0.2627125,0.308439,0.01586153,-0.6719508,-0.3910919,-0.05856244,0.2751076,0.2847587,0.02704031,-0.6330262,-0.3858482,-0.1387179,0.2597329,0.3162457,0.02175071,-0.5471321,-0.4019635,-0.1051477,0.2750195,0.2894914,0.05292744,-0.5721173,-0.4112832,-0.0819601,0.2863285,0.2698126,0.03044478,-0.5735189,-0.3737497,-0.1922765,0.2453984,0.2470043,0.2112425,-0.581048,-0.384847,-0.1563323,0.2737778,0.3472194,0.1098828,-0.481911,-0.4010632,-0.1343944,0.289944,0.3253797,0.1805852,-0.5030288,-0.4100515,-0.1204045,0.3027142,0.299468,0.1440992,-0.5244463,-0.3060722,-0.1102948,0.2683586,0.6768214,-0.3982572,-0.5950798,-0.3117411,-0.1140345,0.264194,0.195428,0.264243,-0.8638276,-0.3973607,-0.03567405,0.2852264,0.2847587,0.02704031,-0.6330262,-0.4213971,-0.06055808,0.2948741,0.2698126,0.03044478,-0.5735189,-0.4204109,-0.1039327,0.3143367,0.299468,0.1440992,-0.5244463,okay
-0.2196219,-0.2348152,0.2085768,0.2449415,0.01671931,-0.8347927,-0.2196219,-0.2348152,0.2085768,0.2449415,0.01671931,-0.8347927,-0.1972902,-0.2211494,0.2104077,0.08289537,-0.5043341,-0.8213079,-0.1752843,-0.2083248,0.207343,0.1228146,-0.727546,-0.6747936,-0.1427521,-0.2016152,0.2121381,0.2832103,-0.6347978,-0.7169498,-0.113661,-0.1917226,0.22865,0.4462454,-0.5565099,-0.6232617,-0.1647318,-0.1514309,0.2309662,0.1826504,0.01262554,-0.9800115,-0.1286681,-0.1456394,0.2450589,0.140839,0.1288891,-0.8799839,-0.1140681,-0.1657544,0.2484645,0.1259634,0.1684606,-0.7229674,-0.1778102,-0.1552611,0.2495734,0.2401883,0.0257102,-0.8380466,-0.1598214,-0.1194749,0.2685267,0.2380808,0.03874699,-0.839681,-0.1480728,-0.09676217,0.2809691,0.2231251,0.06029126,-0.8110359,-0.1849959,-0.1685565,0.2648203,0.2684289,0.05974685,-0.7662515,-0.1776931,-0.1340239,0.2841726,0.2475688,0.09614742,-0.7824936,-0.1710253,-0.1111537,0.2977708,0.2222029,0.08258403,-0.7876471,-0.2069904,-0.2175543,0.2464943,0.2519387,0.2626625,-0.7793008,-0.1903737,-0.1863237,0.277624,0.3345089,0.1349075,-0.7108841,-0.1888797,-0.1619641,0.2978715,0.331794,0.2026163,-0.713829,-0.1867577,-0.1473472,0.3127521,0.294703,0.1765019,-0.7352218,-0.1027891,-0.1883917,0.2513797,0.4462454,-0.5565099,-0.6232617,-0.1108719,-0.1886422,0.248262,0.1259634,0.1684606,-0.7229674,-0.1409032,-0.07461201,0.2920836,0.2231251,0.06029126,-0.8110359,-0.1662531,-0.08911793,0.3089517,0.2222029,0.08258403,-0.7876471,-0.1846639,-0.1297842,0.3269252,0.294703,0.1765019,-0.7352218,okay
-0.348744,-0.213012,0.2141616,0.321495,-0.02310935,-0.669415,-0.348744,-0.213012,0.2141616,0.321495,-0.02310935,-0.669415,-0.3353624,-0.1910402,0.2193559,0.2912348,-0.5280951,-0.7138577,-0.3205613,-0.1701116,0.220378,0.3683614,-0.7004888,-0.6076461,-0.2964027,-0.1500888,0.2322863,0.5020009,-0.5754667,-0.6445131,-0.2792014,-0.1282306,0.2533371,0.6353192,-0.4380928,-0.597877,-0.3410494,-0.1138105,0.2379731,0.3020283,0.01340885,-0.8969984,-0.3171846,-0.09147818,0.2595247,0.2351969,0.1898101,-0.9342437,-0.2966712,-0.1025927,0.2687466,0.1992898,0.2572072,-0.8426048,-0.3557482,-0.1226305,0.2534033,0.3165604,-0.01246536,-0.6774971,-0.3593678,-0.08242534,0.2716767,0.3119297,0.006471255,-0.6939082,-0.3604171,-0.05692792,0.2842264,0.2889329,0.01741895,-0.654927,-0.3605247,-0.1375047,0.268128,0.3242926,0.01595751,-0.5819892,-0.373489,-0.1029885,0.2842803,0.298467,0.05012,-0.6097518,-0.3803844,-0.07930496,0.2962785,0.2781318,0.02741141,-0.6087865,-0.3547401,-0.1914549,0.2515054,0.2670179,0.2160438,-0.6199429,-0.3612415,-0.1556716,0.281469,0.367194,0.1036113,-0.5152579,-0.3754337,-0.133006,0.2985113,0.3496816,0.1730435,-0.52906,-0.3834073,-0.1188255,0.311737,0.3235929,0.1358104,-0.5466312,-0.2762238,-0.1195734,0.2770461,0.6353192,-0.4380928,-0.597877,-0.2834353,-0.1212047,0.2722837,0.1992898,0.2572072,-0.8426048,-0.3652625,-0.03373119,0.2944244,0.2889329,0.01741895,-0.654927,-0.3884496,-0.05727907,0.3053986,0.2781318,0.02741141,-0.6087865,-0.3927945,-0.1020844,0.3237927,0.3235929,0.1358104,-0.5466312,okay
-0.2551233,-0.2240168,0.2042328,0.2964739,-0.01206276,-0.7717654,-0.2551233,-0.2240168,0.2042328,0.2964739,-0.01206276,-0.7717654,-0.2357815,-0.2068498,0.2087044,0.1840996,-0.52387,-0.7839134,-0.2158248,-0.1907299,0.2086434,0.2352064,-0.7232261,-0.6491714,-0.1859902,-0.1786977,0.218208,0.3880487,-0.6148996,-0.6855114,-0.16171,-0.1638347,0.2383664,0.5354303,-0.5081692,-0.6058679,-0.2181869,-0.1324002,0.230864,0.2550305,0.008245368,-0.9503348,-0.1866159,-0.1193047,0.2499563,0.2049385,0.1583425,-0.9114472,-0.1687633,-0.1355521,0.2567887,0.181328,0.2149576,-0.7900951,-0.2331134,-0.1380013,0.2475304,0.2906336,0.005112873,-0.7931004,-0.2216781,-0.1005119,0.2682005,0.2880042,0.0171197,-0.793129,-0.2143214,-0.07659622,0.2817146,0.2703272,0.03249154,-0.7593068,-0.2402795,-0.1520312,0.262114,0.30841,0.02639031,-0.6962305,-0.2414522,-0.1163848,0.2807768,0.2869265,0.05898981,-0.7097658,-0.2410546,-0.09236792,0.2940224,0.264186,0.03941122,-0.7093149,-0.2512008,-0.204275,0.2428346,0.2790868,0.2324691,-0.7182897,-0.2446041,-0.1702176,0.2747267,0.367272,0.102762,-0.6277521,-0.2506524,-0.1455946,0.2937716,0.3600545,0.1697506,-0.6311198,-0.2537082,-0.1305386,0.3080391,0.3295485,0.1353283,-0.6462779,-0.1546306,-0.158174,0.2621103,0.5354303,-0.5081692,-0.6058679,-0.1602242,-0.1569308,0.2588229,0.181328,0.2149576,-0.7900951,-0.2115147,-0.05368534,0.2932376,0.2703272,0.03249154,-0.7593068,-0.2424764,-0.069518,0.3044734,0.264186,0.03941122,-0.7093149,-0.2577502,-0.1125946,0.3212829,0.3295485,0.1353283,-0.6462779,okay
-0.2695177,-0.2340726,0.2224042,0.346384,0.05530298,-0.7702274,-0.2695177,-0.2340726,0.2224042,0.346384,0.05530298,-0.7702274,-0.2501413,-0.2180333,0.2298949,0.199697,-0.4566318,-0.8232583,-0.2303228,-0.2018756,0.2319629,0.2266908,-0.6650835,-0.7115104,-0.2002129,-0.1915009,0.2425512,0.3804028,-0.5508574,-0.7396209,-0.1757613,-0.1804607,0.2648455,0.5106035,-0.445213,-0.6472255,-0.2324054,-0.1487425,0.2649317,0.2763608,0.09800997,-0.9430885,-0.2011619,-0.1392806,0.2865431,0.1736891,0.2499648,-0.8855876,-0.183764,-0.1570479,0.2898606,0.1226342,0.2959138,-0.7472817,-0.2474003,-0.1571557,0.2803042,0.3341351,0.06860794,-0.7879266,-0.236275,-0.1233895,0.3067531,0.3314897,0.08088525,-0.7874823,-0.2290706,-0.101926,0.3239613,0.3186476,0.09215003,-0.7507041,-0.2546522,-0.1735218,0.2921546,0.360349,0.08371285,-0.6936735,-0.2556029,-0.1414363,0.3164437,0.3368722,0.1215194,-0.7115383,-0.2544479,-0.1200839,0.3336238,0.3147863,0.1028663,-0.7136443,-0.2656609,-0.2214901,0.2639016,0.3321209,0.2940961,-0.6953037,-0.2590681,-0.1936393,0.3013368,0.4211614,0.1459945,-0.6110182,-0.2657492,-0.1721878,0.3237149,0.4090051,0.2195519,-0.6187754,-0.2686389,-0.1595097,0.3401618,0.3769442,0.1906643,-0.6429389,-0.1690961,-0.179378,0.2893473,0.5106035,-0.445213,-0.6472255,-0.1763407,-0.1787461,0.2869991,0.1226342,0.2959138,-0.7472817,-0.2265521,-0.0811065,0.3389871,0.3186476,0.09215003,-0.7507041,-0.2551059,-0.09936941,0.347901,0.3147863,0.1028663,-0.7136443,-0.2720647,-0.1438473,0.3561829,0.3769442,0.1906643,-0.6429389,okay
-0.2447066,-0.242742,0.2229836,0.2834859,0.08925703,-0.8118263,-0.2447066,-0.242742,0.2229836,0.2834859,0.08925703,-0.8118263,-0.2234349,-0.2279382,0.227127,0.1196416,-0.4371619,-0.8463341,-0.2025325,-0.2131043,0.2260462,0.1578056,-0.6670154,-0.7268847,-0.1707654,-0.2039539,0.2318321,0.3134912,-0.5608529,-0.7649772,-0.142877,-0.1940609,0.2503029,0.4470485,-0.4836599,-0.679167,-0.1960507,-0.1600593,0.2585265,0.2031864,0.1015687,-0.9643759,-0.1615722,-0.1514384,0.2749475,0.1075335,0.2166195,-0.8879513,-0.1447446,-0.1700372,0.2754863,0.0671272,0.2452968,-0.7361066,-0.2087897,-0.1676607,0.2761866,0.2700031,0.1023661,-0.829616,-0.1911768,-0.1349762,0.300373,0.2681778,0.1138795,-0.8274302,-0.1799376,-0.1141206,0.3161031,0.2584425,0.1309893,-0.79265,-0.214962,-0.1836405,0.2891257,0.3098989,0.1271237,-0.7385023,-0.2100071,-0.1520215,0.3135393,0.2874664,0.1622431,-0.7494254,-0.2051815,-0.1309835,0.3304666,0.2653393,0.144416,-0.7488715,-0.2333273,-0.2306814,0.2632363,0.2826694,0.3302093,-0.7368205,-0.2190063,-0.2035172,0.298979,0.3771388,0.1992074,-0.6733707,-0.2194432,-0.182493,0.3227146,0.3663952,0.2720256,-0.679279,-0.2179581,-0.1703013,0.339707,0.3309273,0.2456884,-0.700995,-0.1322459,-0.1932575,0.2733738,0.4470485,-0.4836599,-0.679167,-0.139216,-0.1921017,0.2714006,0.0671272,0.2452968,-0.7361066,-0.1736047,-0.09364709,0.3304661,0.2584425,0.1309893,-0.79265,-0.2027345,-0.1104293,0.3447809,0.2653393,0.144416,-0.7488715,-0.2167988,-0.1550774,0.3564584,0.3309273,0.2456884,-0.700995,okay
-0.3259096,-0.2131371,0.2168197,0.3372074,0.005576342,-0.6925498,-0.3259096,-0.2131371,0.2168197,0.3372074,0.005576342,-0.6925498,-0.3111899,-0.1924002,0.2233097,0.2691384,-0.5068209,-0.7421505,-0.2954048,-0.1722159,0.2245534,0.3309529,-0.6883867,-0.6426058,-0.2694406,-0.1543173,0.2360362,0.4795032,-0.5565841,-0.6784254,-0.2506006,-0.1354388,0.2585188,0.5943726,-0.4433419,-0.6255136,-0.3120609,-0.1167546,0.2482163,0.3019168,0.04848539,-0.9089214,-0.28634,-0.09772627,0.2707795,0.216294,0.2213939,-0.9217168,-0.2663416,-0.1109392,0.2781858,0.1684414,0.28404,-0.8109593,-0.3267787,-0.1260148,0.2633679,0.3319352,0.02563648,-0.7167153,-0.325508,-0.08784804,0.2858436,0.3279914,0.03768673,-0.7174028,-0.3245931,-0.06352015,0.3005415,0.308407,0.04751012,-0.6774433,-0.3319486,-0.1417675,0.2770061,0.3513134,0.04697741,-0.6043547,-0.3426197,-0.1083794,0.2967977,0.3270736,0.07678354,-0.6170539,-0.348838,-0.08566833,0.3108672,0.306864,0.05455522,-0.6175021,-0.3296351,-0.1944117,0.2559439,0.2915005,0.2444495,-0.6336149,-0.3332885,-0.1608987,0.2888689,0.3988304,0.1317617,-0.5357962,-0.3456914,-0.1393418,0.3085425,0.3830213,0.2007242,-0.54326,-0.3525926,-0.1261721,0.3233249,0.354976,0.1673741,-0.5666131,-0.2456274,-0.1286663,0.2825049,0.5943726,-0.4433419,-0.6255136,-0.2547774,-0.1309296,0.2790566,0.1684414,0.28404,-0.8109593,-0.3278004,-0.04104255,0.3127904,0.308407,0.04751012,-0.6774433,-0.3562654,-0.06433038,0.3219528,0.306864,0.05455522,-0.6175021,-0.3605628,-0.1102353,0.3373326,0.354976,0.1673741,-0.5666131,okay
-0.2557161,-0.2278346,0.2110137,0.3067586,0.008242965,-0.7584645,-0.2557161,-0.2278346,0.2110137,0.3067586,0.008242965,-0.7584645,-0.2371934,-0.2099542,0.2161136,0.2038657,-0.5046414,-0.7875053,-0.2179619,-0.1929923,0.216864,0.2558872,-0.7052847,-0.6607541,-0.1888292,-0.1798875,0.2271553,0.4002448,-0.5953816,-0.6962266,-0.1651641,-0.1644459,0.2476082,0.5325649,-0.4971956,-0.6259916,-0.223079,-0.1355921,0.2409014,0.260372,0.03270141,-0.9437043,-0.1924128,-0.1213774,0.2606565,0.1961913,0.1823221,-0.9160917,-0.1737245,-0.136888,0.2669446,0.1653065,0.2370219,-0.7975597,-0.2377252,-0.1424644,0.2573391,0.3000335,0.02375599,-0.7768432,-0.2285041,-0.1050169,0.2791595,0.2969549,0.03670488,-0.7785663,-0.2223892,-0.08120948,0.2934608,0.2790833,0.05311573,-0.7467114,-0.2442275,-0.1573168,0.2714103,0.321092,0.04681517,-0.6799117,-0.2470878,-0.1225319,0.2914646,0.2990258,0.07816353,-0.6908959,-0.247996,-0.09904251,0.305601,0.2763723,0.05992823,-0.6944901,-0.252709,-0.2093017,0.2502911,0.2842148,0.2513159,-0.6999955,-0.2476984,-0.1761171,0.2833698,0.3797421,0.1304213,-0.6171138,-0.2541776,-0.1527721,0.30383,0.3712592,0.1970756,-0.6184546,-0.2574766,-0.1386215,0.3189449,0.3402124,0.1650175,-0.6383946,-0.1574436,-0.1588316,0.2711625,0.5325649,-0.4971956,-0.6259916,-0.1641934,-0.1579114,0.2680765,0.1653065,0.2370219,-0.7975597,-0.220478,-0.05864158,0.305814,0.2790833,0.05311573,-0.7467114,-0.2503652,-0.0767238,0.3169862,0.2763723,0.05992823,-0.6944901,-0.2615897,-0.1215636,0.3332918,0.3402124,0.1650175,-0.6383946,okay
-0.3266597,-0.2155687,0.2042406,0.326787,0.02960753,-0.6878179,-0.3266597,-0.2155687,0.2042406,0.326787,0.02960753,-0.6878179,-0.3124289,-0.1943964,0.2104073,0.2792026,-0.4816108,-0.7536248,-0.2970417,-0.1739833,0.212567,0.354478,-0.6689143,-0.6491874,-0.2722809,-0.1548492,0.2246973,0.4903751,-0.5384789,-0.6846505,-0.2542322,-0.1350538,0.2470398,0.5995662,-0.4263569,-0.640418,-0.314949,-0.1191537,0.2363986,0.2871176,0.06793714,-0.9045933,-0.2896655,-0.09888895,0.2583718,0.1935683,0.2291683,-0.9309119,-0.2686366,-0.1108471,0.2650171,0.1476562,0.2843164,-0.8324907,-0.328678,-0.1291322,0.2520154,0.3196531,0.04642398,-0.7091724,-0.3282277,-0.09106074,0.2746835,0.3143674,0.06382202,-0.7203798,-0.3269184,-0.06700639,0.289796,0.2946469,0.07871487,-0.6870271,-0.3327056,-0.1452333,0.2656318,0.3322574,0.06655124,-0.6061386,-0.3430239,-0.1118999,0.2857007,0.3054218,0.10154,-0.630614,-0.3480719,-0.08916944,0.300201,0.2842289,0.08201903,-0.6351749,-0.3294036,-0.197488,0.2437474,0.2782783,0.2679187,-0.6257011,-0.3328631,-0.1645494,0.2772676,0.3673814,0.1462337,-0.5443991,-0.3444215,-0.1424143,0.2968132,0.3455153,0.2227952,-0.5685464,-0.3497518,-0.1286545,0.3117074,0.3163812,0.1890699,-0.5891349,-0.2491259,-0.1281116,0.2709493,0.5995662,-0.4263569,-0.640418,-0.2554379,-0.1298078,0.2656434,0.1476562,0.2843164,-0.8324907,-0.3292561,-0.04486853,0.3028349,0.2946469,0.07871487,-0.6870271,-0.35423,-0.0677692,0.3119258,0.2842289,0.08201903,-0.6351749,-0.356243,-0.1121489,0.3258196,0.3163812,0.1890699,-0.5891349,okay
-0.2908446,-0.2200527,0.2157848,0.3305387,0.0182395,-0.7230778,-0.2908446,-0.2200527,0.2157848,0.3305387,0.0182395,-0.7230778,-0.2743441,-0.2006616,0.222151,0.2477114,-0.4924247,-0.7732593,-0.2568783,-0.1819687,0.2240603,0.2989922,-0.6859081,-0.6626713,-0.2293848,-0.166796,0.235903,0.4401383,-0.5677736,-0.6954798,-0.2080324,-0.1500807,0.2578457,0.5659015,-0.4557077,-0.6300313,-0.2684563,-0.125978,0.249189,0.2863004,0.05829791,-0.9256593,-0.2402491,-0.1098614,0.2710372,0.2028793,0.2184895,-0.9177114,-0.2206845,-0.1241727,0.2775012,0.1605121,0.2750053,-0.805867,-0.2831231,-0.1346119,0.2647544,0.326073,0.03591656,-0.7402887,-0.2787525,-0.09715077,0.2880146,0.3223305,0.04908261,-0.7425639,-0.275692,-0.07334134,0.3032612,0.3041552,0.06135378,-0.7059569,-0.2888297,-0.1503672,0.2781737,0.342922,0.05477194,-0.6391791,-0.2959506,-0.1165692,0.2988456,0.3199371,0.08414451,-0.6482126,-0.2999412,-0.09365672,0.313389,0.2992988,0.06201771,-0.6470023,-0.2913948,-0.202349,0.2555529,0.2955992,0.2584989,-0.6609064,-0.2910526,-0.1697142,0.2895438,0.392216,0.1349657,-0.5723292,-0.3008338,-0.1473948,0.3098356,0.3816237,0.1993259,-0.5705858,-0.3064821,-0.1338522,0.3248115,0.3548496,0.1618833,-0.5843773,-0.2021294,-0.144684,0.2819695,0.5659015,-0.4557077,-0.6300313,-0.209699,-0.1444989,0.278017,0.1605121,0.2750053,-0.805867,-0.2767928,-0.05107556,0.3162453,0.3041552,0.06135378,-0.7059569,-0.3054776,-0.0719966,0.3249453,0.2992988,0.06201771,-0.6470023,-0.313611,-0.1175368,0.3388367,0.3548496,0.1618833,-0.5843773,okay
